"go"	"desc"	"cat"	"count"	"pct"	"p"	"total"	"pop_hit"	"pop_total"	"fold"	"bonferroni"	"benjamini"	"fdr"	"group"
"GO:0043524"	"negative regulation of neuron apoptotic process"	"GOTERM_BP_DIRECT"	10	1.94174757281553	0.0157177882775125	493	132	16792	2.58036757022558	1	0.615666435674748	24.2375573816148	"diff"
"GO:0000049"	"tRNA binding"	"GOTERM_MF_DIRECT"	6	1.16504854368932	0.0160951115218203	493	51	16881	4.02839756592292	0.999990699067385	0.370869036735777	21.7567284051228	"diff"
"GO:0044539"	"long-chain fatty acid import"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0163167272266765	493	7	16792	14.5975079687047	1	0.620218675112402	25.0412257985059	"diff"
"GO:0010923"	"negative regulation of phosphatase activity"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0164305920518307	493	51	16792	4.00715905023267	1	0.613719826498361	25.193099685959	"diff"
"GO:0003779"	"actin binding"	"GOTERM_MF_DIRECT"	16	3.10679611650485	0.0167302414531236	493	278	16881	1.97072686678244	0.999994134634332	0.370811783538668	22.5169617543302	"diff"
"GO:0006096"	"glycolytic process"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0168459190429989	493	34	16792	5.00894881279084	1	0.61411537279676	25.7446107088343	"diff"
"GO:0032355"	"response to estradiol"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.017390320735008	493	91	16792	2.99436060896507	1	0.617258002086387	26.4617146764356	"diff"
"GO:0032088"	"negative regulation of NF-kappaB transcription factor activity"	"GOTERM_BP_DIRECT"	7	1.35922330097087	0.0176700665327201	493	71	16792	3.3581121618147	1	0.614725979848223	26.8276603071458	"diff"
"GO:0071902"	"positive regulation of protein serine/threonine kinase activity"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0185908409034963	493	35	16792	4.86583598956824	1	0.625311788778617	28.0200688170329	"diff"
"GO:0030056"	"hemidesmosome"	"GOTERM_CC_DIRECT"	3	0.58252427184466	0.0188507094654884	501	8	18224	13.6407185628743	0.99984808050861	0.227862731983097	23.738523987607	"diff"
"GO:0034399"	"nuclear periphery"	"GOTERM_CC_DIRECT"	4	0.776699029126214	0.0189075173751242	501	21	18224	6.92861895257105	0.999852090523277	0.22273105848827	23.8013778257283	"diff"
"GO:0007094"	"mitotic spindle assembly checkpoint"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0196699174781945	493	20	16792	6.81217038539554	1	0.638183516924613	29.3941592267097	"diff"
"GO:0010043"	"response to zinc ion"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0204437693094911	493	36	16792	4.7306738787469	1	0.644610074802609	30.3643077195303	"diff"
"GO:0042254"	"ribosome biogenesis"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0204437693094911	493	36	16792	4.7306738787469	1	0.644610074802609	30.3643077195303	"diff"
"GO:0006461"	"protein complex assembly"	"GOTERM_BP_DIRECT"	9	1.74757281553398	0.0207902283786323	493	116	16792	2.6426523046793	1	0.643112762111726	30.7945644346742	"diff"
"GO:0042470"	"melanosome"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.0211731970477746	501	101	18224	2.88120788126717	0.999949171874733	0.240154818698248	26.2692762123006	"diff"
"GO:1904706"	"negative regulation of vascular smooth muscle cell proliferation"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0213375562351653	493	8	16792	12.7728194726166	1	0.645188283001194	31.4691694823223	"diff"
"GO:0000027"	"ribosomal large subunit assembly"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0224597474183888	493	21	16792	6.48778131942432	1	0.65680630442498	32.8329765483862	"diff"
"GO:0017124"	"SH3 domain binding"	"GOTERM_MF_DIRECT"	9	1.74757281553398	0.0231696392268599	493	119	16881	2.58968414952188	0.9999999461888	0.46201141337475	29.8448518039616	"diff"
"GO:0005777"	"peroxisome"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.024409053593329	501	104	18224	2.79809611546139	0.999988992067754	0.265499582071693	29.6653013327554	"diff"
"GO:0038128"	"ERBB2 signaling pathway"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.024479741085367	493	38	16792	4.48169104302338	1	0.681447475759217	35.2236272388328	"diff"
"GO:0030674"	"protein binding, bridging"	"GOTERM_MF_DIRECT"	7	1.35922330097087	0.0247421788201987	493	77	16881	3.1128526645768	0.999999982967379	0.472107164796224	31.5332747086937	"diff"
"GO:0008152"	"metabolic process"	"GOTERM_BP_DIRECT"	11	2.13592233009709	0.0263967962015917	493	168	16792	2.23017482855211	1	0.702105955613337	37.418054823046	"diff"
"GO:0008635"	"activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0269081260207698	493	9	16792	11.3536173089926	1	0.702249878042955	37.9914139161689	"diff"
"GO:0050900"	"leukocyte migration"	"GOTERM_BP_DIRECT"	9	1.74757281553398	0.0271394651979541	493	122	16792	2.5126857978918	1	0.698634128877071	38.2491861138657	"diff"
"GO:0016874"	"ligase activity"	"GOTERM_MF_DIRECT"	15	2.9126213592233	0.0274512160340057	493	270	16881	1.90229885057471	0.999999997662583	0.49607000181833	34.3532577048387	"diff"
"GO:0019843"	"rRNA binding"	"GOTERM_MF_DIRECT"	5	0.970873786407767	0.0284817842086699	493	40	16881	4.2801724137931	0.99999999890358	0.497272593930932	35.3972587808125	"diff"
"GO:0006607"	"NLS-bearing protein import into nucleus"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0286502651459086	493	23	16792	5.92362642208308	1	0.711811403973183	39.9079275565907	"diff"
"GO:0004843"	"thiol-dependent ubiquitin-specific protease activity"	"GOTERM_MF_DIRECT"	7	1.35922330097087	0.0291856012713127	493	80	16881	2.99612068965517	0.999999999346489	0.494503857554881	36.1013168842912	"diff"
"GO:0042383"	"sarcolemma"	"GOTERM_CC_DIRECT"	7	1.35922330097087	0.0293443500760578	501	85	18224	2.99560878243513	0.999998942899448	0.303790568052025	34.5658757898023	"diff"
"GO:0001666"	"response to hypoxia"	"GOTERM_BP_DIRECT"	11	2.13592233009709	0.0303753802213366	493	172	16792	2.17831029765555	1	0.726552351698551	41.7505734597047	"diff"
"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0309074385452823	493	60	16792	3.40608519269777	1	0.726530334176685	42.3080434036646	"diff"
"GO:0030027"	"lamellipodium"	"GOTERM_CC_DIRECT"	10	1.94174757281553	0.0326079456530118	501	160	18224	2.27345309381238	0.999999776970458	0.324780168026188	37.6300474787169	"diff"
"GO:0035591"	"signaling adaptor activity"	"GOTERM_MF_DIRECT"	3	0.58252427184466	0.0326719266321288	493	10	16881	10.2724137931034	0.999999999949917	0.523442585544207	39.4844142655257	"diff"
"GO:0001523"	"retinoid metabolic process"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0328872896015105	493	61	16792	3.3502477305224	1	0.742622715492875	44.3385799387341	"diff"
"GO:0034501"	"protein localization to kinetochore"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0329920475601969	493	10	16792	10.2182555780933	1	0.737769311331419	44.4441199688625	"diff"
"GO:0005525"	"GTP binding"	"GOTERM_MF_DIRECT"	19	3.68932038834951	0.0330348811921003	493	384	16881	1.6942349137931	0.99999999996169	0.516559601301979	39.8268383249606	"diff"
"GO:0008307"	"structural constituent of muscle"	"GOTERM_MF_DIRECT"	5	0.970873786407767	0.0333474019687981	493	42	16881	4.07635467980296	0.999999999969585	0.509454978084949	40.1202307406069	"diff"
"GO:0045471"	"response to ethanol"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.0346879627797636	493	105	16792	2.59511252776973	1	0.749698404637849	46.1266615510334	"diff"
"GO:0034663"	"endoplasmic reticulum chaperone complex"	"GOTERM_CC_DIRECT"	3	0.58252427184466	0.0350723952162596	501	11	18224	9.92052259118127	0.999999931361831	0.337914399987295	39.8549050947834	"diff"
"GO:0019899"	"enzyme binding"	"GOTERM_MF_DIRECT"	17	3.30097087378641	0.0354791654190369	493	333	16881	1.74805840323082	0.999999999993712	0.52141739364697	42.0861605461514	"diff"
"GO:0042327"	"positive regulation of phosphorylation"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0356497346872455	493	25	16792	5.44973630831643	1	0.753612589323971	47.0593773351104	"diff"
"GO:0007159"	"leukocyte cell-cell adhesion"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0356497346872455	493	25	16792	5.44973630831643	1	0.753612589323971	47.0593773351104	"diff"
"GO:0005923"	"bicellular tight junction"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.0361104021472575	501	113	18224	2.57523890272552	0.999999958254509	0.339283933265429	40.7697233016128	"diff"
"GO:0001726"	"ruffle"	"GOTERM_CC_DIRECT"	7	1.35922330097087	0.0373378209101499	501	90	18224	2.82918607229984	0.999999976828921	0.342019525326306	41.8347757841557	"diff"
"GO:0006936"	"muscle contraction"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.0378469252478098	493	107	16792	2.54660575154973	1	0.768889834129014	49.1333810705974	"diff"
"GO:0050660"	"flavin adenine dinucleotide binding"	"GOTERM_MF_DIRECT"	6	1.16504854368932	0.0385502400942854	493	64	16881	3.21012931034483	0.999999999999355	0.541459739026475	44.812582549796	"diff"
"GO:0051020"	"GTPase binding"	"GOTERM_MF_DIRECT"	4	0.776699029126214	0.0389298487900412	493	26	16881	5.26790450928382	0.999999999999513	0.535249538799413	45.1411375531494	"diff"
"GO:0007077"	"mitotic nuclear envelope disassembly"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0393048411739727	493	44	16792	3.87055135533837	1	0.776483471412059	50.4670116900009	"diff"
"GO:0006094"	"gluconeogenesis"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0393048411739727	493	44	16792	3.87055135533837	1	0.776483471412059	50.4670116900009	"diff"
"GO:0008652"	"cellular amino acid biosynthetic process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0394488420180402	493	26	16792	5.24013106568887	1	0.772447224586793	50.5969322453091	"diff"
"GO:0006081"	"cellular aldehyde metabolic process"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0395545847824225	493	11	16792	9.2893232528121	1	0.768131557335017	50.6921308849631	"diff"
"GO:0051292"	"nuclear pore complex assembly"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0395545847824225	493	11	16792	9.2893232528121	1	0.768131557335017	50.6921308849631	"diff"
"GO:0001948"	"glycoprotein binding"	"GOTERM_MF_DIRECT"	6	1.16504854368932	0.0408038988593933	493	65	16881	3.16074270557029	0.999999999999879	0.542859542267729	46.7365478410867	"diff"
"GO:0008022"	"protein C-terminus binding"	"GOTERM_MF_DIRECT"	11	2.13592233009709	0.0409037560471879	493	182	16881	2.0695339143615	0.999999999999888	0.534479769788529	46.8203298465206	"diff"
"GO:0044615"	"nuclear pore nuclear basket"	"GOTERM_CC_DIRECT"	3	0.58252427184466	0.0413360310245214	501	12	18224	9.0938123752495	0.999999996612502	0.364639161065686	45.1818993011111	"diff"
"GO:0006629"	"lipid metabolic process"	"GOTERM_BP_DIRECT"	10	1.94174757281553	0.04179003159273	493	157	16792	2.16948101445718	1	0.781845379052737	52.6646453005291	"diff"
"GO:0016887"	"ATPase activity"	"GOTERM_MF_DIRECT"	11	2.13592233009709	0.0421959343384577	493	183	16881	2.05822498586772	0.999999999999957	0.536778541100065	47.8934495616265	"diff"
"GO:0006979"	"response to oxidative stress"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.0429300589283412	493	110	16792	2.47715286741656	1	0.785972848662421	53.6417003445963	"diff"
"GO:0030424"	"axon"	"GOTERM_CC_DIRECT"	12	2.33009708737864	0.0429522747088402	501	222	18224	1.96622970275665	0.999999998446465	0.36932915979018	46.4833953240551	"diff"
"GO:0030018"	"Z disc"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.0439832421423816	501	118	18224	2.46611861023715	0.999999999055802	0.369847227291429	47.298521154757	"diff"
"GO:0051787"	"misfolded protein binding"	"GOTERM_MF_DIRECT"	3	0.58252427184466	0.0461200272243601	493	12	16881	8.56034482758621	0.999999999999998	0.56056886844291	51.0296580496922	"diff"
"GO:0034329"	"cell junction assembly"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0465625892702632	493	12	16792	8.51521298174442	1	0.808069366992126	56.6296489780381	"diff"
"GO:0021954"	"central nervous system neuron development"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0465625892702632	493	12	16792	8.51521298174442	1	0.808069366992126	56.6296489780381	"diff"
"GO:0031100"	"organ regeneration"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0482718378937501	493	47	16792	3.62349488584869	1	0.815095261408003	57.9718837151373	"diff"
"GO:0006468"	"protein phosphorylation"	"GOTERM_BP_DIRECT"	21	4.07766990291262	0.0488169689814447	493	456	16792	1.56859186505818	1	0.814197082132191	58.3916581256053	"diff"
"GO:0005819"	"spindle"	"GOTERM_CC_DIRECT"	8	1.55339805825243	0.0491990952571844	501	121	18224	2.4049751736197	0.999999999924597	0.39751916506955	51.2483867957402	"diff"
"GO:0002376"	"immune system process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0520140515826289	493	29	16792	4.69804854165209	1	0.829835630424141	60.7750558623598	"diff"
"GO:0051973"	"positive regulation of telomerase activity"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0520140515826289	493	29	16792	4.69804854165209	1	0.829835630424141	60.7750558623598	"diff"
"GO:0035861"	"site of double-strand break"	"GOTERM_CC_DIRECT"	4	0.776699029126214	0.0523175755496543	501	31	18224	4.69358058077394	0.999999999983472	0.410341520284723	53.4765950963032	"diff"
"GO:0045111"	"intermediate filament cytoskeleton"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.0539702893708742	501	52	18224	3.49762014432673	0.999999999992621	0.413749173519517	54.6187325652565	"diff"
"GO:0036109"	"alpha-linolenic acid metabolic process"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0539844373438809	493	13	16792	7.86019659853331	1	0.837067513714353	62.1792047702462	"diff"
"GO:0000803"	"sex chromosome"	"GOTERM_CC_DIRECT"	2	0.388349514563107	0.0541214064517709	501	2	18224	36.375249500998	0.999999999993146	0.40821723325391	54.7218531898599	"diff"
"GO:0014070"	"response to organic cyclic compound"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0548252622428959	493	49	16792	3.47559713540589	1	0.837688510172149	62.7638521166435	"diff"
"GO:0045177"	"apical part of cell"	"GOTERM_CC_DIRECT"	6	1.16504854368932	0.0550534401106963	501	75	18224	2.91001996007984	0.999999999995653	0.407398189137244	55.3530623928694	"diff"
"GO:0097193"	"intrinsic apoptotic signaling pathway"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0565813698824967	493	30	16792	4.54144692359703	1	0.8432065242579	63.9575463182626	"diff"
"GO:0002474"	"antigen processing and presentation of peptide antigen via MHC class I"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0565813698824967	493	30	16792	4.54144692359703	1	0.8432065242579	63.9575463182626	"diff"
"GO:0055072"	"iron ion homeostasis"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0565813698824967	493	30	16792	4.54144692359703	1	0.8432065242579	63.9575463182626	"diff"
"GO:0042572"	"retinol metabolic process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0565813698824967	493	30	16792	4.54144692359703	1	0.8432065242579	63.9575463182626	"diff"
"GO:0070538"	"oleic acid binding"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.057442619667325	493	2	16881	34.2413793103448	1	0.634209373825071	59.1192562985987	"diff"
"GO:0035403"	"histone kinase activity (H3-T6 specific)"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.057442619667325	493	2	16881	34.2413793103448	1	0.634209373825071	59.1192562985987	"diff"
"GO:2000779"	"regulation of double-strand break repair"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0577425563980291	493	2	16792	34.0608519269777	1	0.845378770608046	64.7269312900915	"diff"
"GO:0046832"	"negative regulation of RNA export from nucleus"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0577425563980291	493	2	16792	34.0608519269777	1	0.845378770608046	64.7269312900915	"diff"
"GO:0035408"	"histone H3-T6 phosphorylation"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0577425563980291	493	2	16792	34.0608519269777	1	0.845378770608046	64.7269312900915	"diff"
"GO:0007015"	"actin filament organization"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0598591211449642	493	72	16792	2.83840432724814	1	0.852195895788082	66.0896542223876	"diff"
"GO:0005815"	"microtubule organizing center"	"GOTERM_CC_DIRECT"	9	1.74757281553398	0.0603269235737431	501	153	18224	2.13972055888224	0.999999999999672	0.430883140355067	58.7730588878636	"diff"
"GO:0001725"	"stress fiber"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.0604597703229172	501	54	18224	3.36807865749982	0.999999999999693	0.425402708736151	58.8559805840485	"diff"
"GO:0005778"	"peroxisomal membrane"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.0604597703229172	501	54	18224	3.36807865749982	0.999999999999693	0.425402708736151	58.8559805840485	"diff"
"GO:0043022"	"ribosome binding"	"GOTERM_MF_DIRECT"	5	0.970873786407767	0.0608806987592375	493	51	16881	3.35699797160243	1	0.647598422946902	61.3168411024733	"diff"
"GO:0048147"	"negative regulation of fibroblast proliferation"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0613321648798628	493	31	16792	4.39494863573906	1	0.855572256541899	67.0085894538158	"diff"
"GO:0050892"	"intestinal absorption"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0617899694685577	493	14	16792	7.29875398435236	1	0.854108372155646	67.289366697646	"diff"
"GO:0042542"	"response to hydrogen peroxide"	"GOTERM_BP_DIRECT"	5	0.970873786407767	0.0618342391945439	493	51	16792	3.33929920852722	1	0.850719998559356	67.3163980632583	"diff"
"GO:0004672"	"protein kinase activity"	"GOTERM_MF_DIRECT"	17	3.30097087378641	0.0620328940855953	493	359	16881	1.62145807319182	1	0.646262801517225	62.0282805234056	"diff"
"GO:0031235"	"intrinsic component of the cytoplasmic side of the plasma membrane"	"GOTERM_CC_DIRECT"	3	0.58252427184466	0.0623210282856404	501	15	18224	7.2750499001996	0.999999999999877	0.429314569310443	60.0015734501146	"diff"
"GO:0070830"	"bicellular tight junction assembly"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.066262438198691	493	32	16792	4.25760649087221	1	0.866995720973753	69.9163803312878	"diff"
"GO:0006409"	"tRNA export from nucleus"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.066262438198691	493	32	16792	4.25760649087221	1	0.866995720973753	69.9163803312878	"diff"
"GO:0016491"	"oxidoreductase activity"	"GOTERM_MF_DIRECT"	11	2.13592233009709	0.068779922485168	493	200	16881	1.88327586206897	1	0.677177607626582	65.9550243568384	"diff"
"GO:0034976"	"response to endoplasmic reticulum stress"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0688875045348859	493	75	16792	2.72486815415821	1	0.874353890819554	71.364256701593	"diff"
"GO:0043547"	"positive regulation of GTPase activity"	"GOTERM_BP_DIRECT"	24	4.66019417475728	0.0699455880119039	493	565	16792	1.4468326482256	1	0.875273301180157	71.9290585209434	"diff"
"GO:0097009"	"energy homeostasis"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0699504318946165	493	15	16792	6.81217038539554	1	0.872124503597792	71.9316198483127	"diff"
"GO:0032874"	"positive regulation of stress-activated MAPK cascade"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0699504318946165	493	15	16792	6.81217038539554	1	0.872124503597792	71.9316198483127	"diff"
"GO:0043122"	"regulation of I-kappaB kinase/NF-kappaB signaling"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0699504318946165	493	15	16792	6.81217038539554	1	0.872124503597792	71.9316198483127	"diff"
"GO:0006388"	"tRNA splicing, via endonucleolytic cleavage and ligation"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0699504318946165	493	15	16792	6.81217038539554	1	0.872124503597792	71.9316198483127	"diff"
"GO:0008631"	"intrinsic apoptotic signaling pathway in response to oxidative stress"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0699504318946165	493	15	16792	6.81217038539554	1	0.872124503597792	71.9316198483127	"diff"
"GO:0007229"	"integrin-mediated signaling pathway"	"GOTERM_BP_DIRECT"	7	1.35922330097087	0.070713084904183	493	99	16792	2.40834306554388	1	0.871933163878392	72.3321549947749	"diff"
"GO:0005902"	"microvillus"	"GOTERM_CC_DIRECT"	5	0.970873786407767	0.0709310339905329	501	57	18224	3.19081135973667	0.999999999999998	0.467116233222896	64.9253730801102	"diff"
"GO:0051402"	"neuron apoptotic process"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0713679578276653	493	33	16792	4.12858811236093	1	0.871335519858188	72.6717786455375	"diff"
"GO:0000776"	"kinetochore"	"GOTERM_CC_DIRECT"	6	1.16504854368932	0.0717672604076715	501	81	18224	2.69446292599985	0.999999999999999	0.465044309810777	65.372264832989	"diff"
"GO:0005635"	"nuclear envelope"	"GOTERM_CC_DIRECT"	9	1.74757281553398	0.0720235502840644	501	159	18224	2.05897638684894	0.999999999999999	0.460265875563565	65.5081663600654	"diff"
"GO:0003729"	"mRNA binding"	"GOTERM_MF_DIRECT"	8	1.55339805825243	0.0731839753788366	493	125	16881	2.19144827586207	1	0.692615299846627	68.3099585434542	"diff"
"GO:0031175"	"neuron projection development"	"GOTERM_BP_DIRECT"	7	1.35922330097087	0.0734668824018685	493	100	16792	2.38425963488844	1	0.87614465222144	73.7340048736047	"diff"
"GO:0016310"	"phosphorylation"	"GOTERM_BP_DIRECT"	7	1.35922330097087	0.0734668824018685	493	100	16792	2.38425963488844	1	0.87614465222144	73.7340048736047	"diff"
"GO:0045454"	"cell redox homeostasis"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0753016977894252	493	77	16792	2.65409235794631	1	0.879760376672336	74.6305610754089	"diff"
"GO:0003746"	"translation elongation factor activity"	"GOTERM_MF_DIRECT"	4	0.776699029126214	0.075701114903835	493	34	16881	4.02839756592292	1	0.697559545771541	69.5866818238247	"diff"
"GO:0000287"	"magnesium ion binding"	"GOTERM_MF_DIRECT"	11	2.13592233009709	0.0762516542668597	493	204	16881	1.84634888438134	1	0.692665796691883	69.8594432939564	"diff"
"GO:0042307"	"positive regulation of protein import into nucleus"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0784384204354054	493	16	16792	6.38640973630832	1	0.887532603312588	76.0967936910068	"diff"
"GO:0042274"	"ribosomal small subunit biogenesis"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0784384204354054	493	16	16792	6.38640973630832	1	0.887532603312588	76.0967936910068	"diff"
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0784384204354054	493	16	16792	6.38640973630832	1	0.887532603312588	76.0967936910068	"diff"
"GO:1904355"	"positive regulation of telomere capping"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0784384204354054	493	16	16792	6.38640973630832	1	0.887532603312588	76.0967936910068	"diff"
"GO:0000814"	"ESCRT II complex"	"GOTERM_CC_DIRECT"	2	0.388349514563107	0.0800757087662918	501	3	18224	24.2501663339987	1	0.491605170496869	69.5337779613777	"diff"
"GO:0050661"	"NADP binding"	"GOTERM_MF_DIRECT"	4	0.776699029126214	0.0810852264829867	493	35	16881	3.91330049261084	1	0.708346164320404	72.1580327892462	"diff"
"GO:0070008"	"serine-type exopeptidase activity"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.0849168913178997	493	3	16881	22.8275862068965	1	0.718384538473271	73.8627036284245	"diff"
"GO:0004449"	"isocitrate dehydrogenase (NAD+) activity"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.0849168913178997	493	3	16881	22.8275862068965	1	0.718384538473271	73.8627036284245	"diff"
"GO:0004332"	"fructose-bisphosphate aldolase activity"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.0849168913178997	493	3	16881	22.8275862068965	1	0.718384538473271	73.8627036284245	"diff"
"GO:1990932"	"5.8S rRNA binding"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.0849168913178997	493	3	16881	22.8275862068965	1	0.718384538473271	73.8627036284245	"diff"
"GO:0070026"	"nitric oxide binding"	"GOTERM_MF_DIRECT"	2	0.388349514563107	0.0849168913178997	493	3	16881	22.8275862068965	1	0.718384538473271	73.8627036284245	"diff"
"GO:0090559"	"regulation of membrane permeability"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0019287"	"isopentenyl diphosphate biosynthetic process, mevalonate pathway"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0000189"	"MAPK import into nucleus"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0000052"	"citrulline metabolic process"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0071139"	"resolution of recombination intermediates"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:1904816"	"positive regulation of protein localization to chromosome, telomeric region"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:2001034"	"positive regulation of double-strand break repair via nonhomologous end joining"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0010046"	"response to mycotoxin"	"GOTERM_BP_DIRECT"	2	0.388349514563107	0.0853536738637907	493	3	16792	22.7072346179851	1	0.905557221240695	79.0519140243775	"diff"
"GO:0046718"	"viral entry into host cell"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0855074184612287	493	80	16792	2.55456389452333	1	0.903473575662711	79.1135209666299	"diff"
"GO:0005844"	"polysome"	"GOTERM_CC_DIRECT"	4	0.776699029126214	0.0855204333822413	501	38	18224	3.828973631684	1	0.509396237219684	72.0033582492433	"diff"
"GO:0035556"	"intracellular signal transduction"	"GOTERM_BP_DIRECT"	18	3.49514563106796	0.0856422829069085	493	403	16792	1.52132837390967	1	0.901338652314455	79.167421751945	"diff"
"GO:0000166"	"nucleotide binding"	"GOTERM_MF_DIRECT"	16	3.10679611650485	0.0861186848197238	493	348	16881	1.5743162901308	1	0.716562589046211	74.3769558643594	"diff"
"GO:0008574"	"ATP-dependent microtubule motor activity, plus-end-directed"	"GOTERM_MF_DIRECT"	3	0.58252427184466	0.0864411840369351	493	17	16881	6.04259634888438	1	0.711010462256563	74.5133377105458	"diff"
"GO:2000114"	"regulation of establishment of cell polarity"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0872278263432119	493	17	16792	6.010738575349	1	0.903218077387915	79.7913536847449	"diff"
"GO:0070542"	"response to fatty acid"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.0872278263432119	493	17	16792	6.010738575349	1	0.903218077387915	79.7913536847449	"diff"
